search URL:,https://patents.google.com/?q=TAC%253d%28%28%E2%80%9Ccarbon+capture%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Acapture%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Atrap%2A%E2%80%9D+OR+%E2%80%9CCO2+capture%E2%80%9D+OR+%E2%80%9Ccarbon%2Aseparat%2A%E2%80%9D+OR+%E2%80%9CCO2+separat%2A%E2%80%9D+OR+%E2%80%9Ccaptur%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccaptur%2A+CO2%E2%80%9D+OR+%E2%80%9Cseparat%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cabsorb%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccompress%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccarbon%2Aabsor%2A%E2%80%9D+OR+%E2%80%9CCO2+absor%2A%E2%80%9D+OR+%E2%80%9Ccarbon%2Acompress%2A%E2%80%9D+OR+%E2%80%9CCO2+compress%2A%E2%80%9D+OR+%28%28%E2%80%9Csolvent+regenerat%2A%E2%80%9D+OR+%E2%80%9Csolvent+recover%2A%E2%80%9D%29+AND+%E2%80%9Ccarbon%E2%80%9D%29%29+%28%E2%80%9Ccarbon+storage%E2%80%9D+OR+%E2%80%9Ccarbon+sequest%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Astorage%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Asequest%2A%E2%80%9D+OR+%E2%80%9CCO2+storage%E2%80%9D+OR+%E2%80%9CCO2+sequest%2A%E2%80%9D+OR+%E2%80%9Ccarbon+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbon+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2A+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2A+utilis%2A%E2%80%9D+OR+%E2%80%9CCO2+utiliz%2A%E2%80%9D+OR+%E2%80%9CCO2+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarboniz%2A+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbonis%2A+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Ainject%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Ainject%2A%E2%80%9D+OR+%28%28%E2%80%9Cleakage%E2%80%9D+OR+%E2%80%9Cmonitor%2A%22%29+AND+%28%22carbon+dioxide%E2%80%9D%29+AND+%28%22storage%22+OR+%22sequest%2A%22%29%29+OR+%E2%80%9Csequest%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cinject%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cutiliz%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cutilis%2A+carbon+dioxide%E2%80%9D%29%29&before=priority:20230731&after=priority:20130101&type=PATENT&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-114854440-B,"Method and system for producing hydrogen, activated carbon and trapping carbon by hydroxylation and pyrolysis of arundo donax ",海南国科引能科技有限公司,王博永,2022-05-26,2022-05-26,2023-05-23,2023-05-23,https://patents.google.com/patent/CN114854440B/en,https://patentimages.storage.googleapis.com/e6/0d/92/d4e3717cbe8a09/220526142820.png
FI-3649098-T3,Method for making a fuel for combustion engines ,Rwth Aachen,"Walter Leitner, Benedikt Heuser, Stefan Pischinger",2017-07-06,2018-05-02,2023-04-25,2023-04-25,https://patents.google.com/patent/FI3649098T3/en,
WO-2022126410-A1,Low-energy-consumption carbon-enriched cement production system and method for producing cement clinker ,天津水泥工业设计研究院有限公司,"彭学平, 陈昌华, 代中元",2020-12-16,2020-12-16,2022-06-23,,https://patents.google.com/patent/WO2022126410A1/en,https://patentimages.storage.googleapis.com/b1/c1/e0/b1111d4634e5d3/PCTCN2020136713-appb-300001.png
US-2023070799-A1,Oxygen transport membrane reactors for decarbonization ,"Praxair Technology, Inc.","Sean M. Kelly, Sadashiv M. Swami, Maulik R. Shelat, Ines C. Stuckert, Steven M. Brown, Shrikar Chakravarti, Juan Li, Digna Vora",2020-01-13,2020-12-18,2023-03-09,,https://patents.google.com/patent/US20230070799A1/en,https://patentimages.storage.googleapis.com/d6/ec/94/518f38af8c1850/US20230070799A1-20230309-D00000.png
EP-4166215-A1,A carbon dioxide removal installation and associated method ,TotalEnergies OneTech,"Benjamin JAUMARD, Samuel LETHIER, Fabrice Devaux",2021-10-12,2021-10-12,2023-04-19,,https://patents.google.com/patent/EP4166215A1/en,https://patentimages.storage.googleapis.com/d5/3a/47/ac2d0fa84cd53d/imgf0001.png
US-2023227741-A1,Process ,Velocys Technologies Ltd,"Ivan Philip Greager, Roger Allen HARRIS, Neil Alexander King, Soumitra R. Deshmukh, Zheyan Qiu",2020-05-07,2023-02-28,2023-07-20,,https://patents.google.com/patent/US20230227741A1/en,https://patentimages.storage.googleapis.com/df/f8/9d/3d4e11a0f7dd44/US20230227741A1-20230720-D00000.png
CN-210332168-U,Rectification residue discharges tail gas absorbing device ,江苏仁欣化工股份有限公司,彭其荣,2019-05-30,2019-05-30,2020-04-17,2020-04-17,https://patents.google.com/patent/CN210332168U/en,https://patentimages.storage.googleapis.com/6f/c1/b4/08b7c6b425f798/HDA0002078181550000011.png
CN-110902675-B,Method for preparing special-shaped activated carbon and capacitance carbon by using lignin-modified inferior biomass ,广西科学院,"杜奇石, 冼学权, 唐培朵, 龙思宇, 黄日波",2019-10-28,2019-10-28,2022-08-23,2022-08-23,https://patents.google.com/patent/CN110902675B/en,https://patentimages.storage.googleapis.com/fe/31/e1/7acadaedcde944/HDA0002250262010000011.png
CN-114315445-A,Device and method for realizing compost condition control and monitoring carbon dioxide release amount ,"广州广电计量检测股份有限公司, 广电计量检测（重庆）有限公司","卿萌, 余昆朋, 潘健宁, 钟留墉",2021-12-28,2021-12-28,2022-04-12,,https://patents.google.com/patent/CN114315445A/en,https://patentimages.storage.googleapis.com/b8/80/00/26178c2ef7b410/HDA0003437990530000011.png
CN-212369752-U,Ultralow discharging equipment is retrieved in absorption of well high concentration organic waste gas ,上海展恒环保工程有限公司,"黄樊, 王寿高",2020-05-15,2020-05-15,2021-01-19,2021-01-19,https://patents.google.com/patent/CN212369752U/en,https://patentimages.storage.googleapis.com/0e/2c/b2/58734b3b78abbf/HDA0002493346370000011.png
CN-112270432-B,Energy management method of comprehensive energy system considering multi-subject benefit balance ,国网四川省电力公司经济技术研究院,"王海燕, 任志超, 叶强, 程超, 徐浩, 邓盈盈, 胥威汀, 汪伟",2020-10-14,2020-10-14,2023-02-28,2023-02-28,https://patents.google.com/patent/CN112270432B/en,https://patentimages.storage.googleapis.com/7b/b2/16/679e0c26fcae0b/HDA0002724217390000011.png
CN-214277795-U,Carbon dioxide leakage diffusion experimental device ,陕西延长石油（集团）有限责任公司,"王贺谊, 江绍静, 白建林, 陈龙龙, 汤瑞佳, 王蓓蕾, 王伟, 江晨硕",2021-01-27,2021-01-27,2021-09-24,2021-09-24,https://patents.google.com/patent/CN214277795U/en,https://patentimages.storage.googleapis.com/4f/43/e9/259e6dec55f500/210127095842.png
CN-214792005-U,Transcritical CO2 refrigeration system for commercial and super-use combined cooling and heating ,天津城建大学,"杨俊兰, 白杨",2021-02-22,2021-02-22,2021-11-19,2021-11-19,https://patents.google.com/patent/CN214792005U/en,https://patentimages.storage.googleapis.com/18/72/22/3e67ff787495c6/HDA0002947458780000011.png
CN-215939502-U,Methanol washing tower simultaneously suitable for three transformation systems ,河南心连心化学工业集团股份有限公司,"张洋洋, 顾朝晖, 张宝珠, 吴培, 孟雪, 袁红玲, 张蒙恩",2021-09-29,2021-09-29,2022-03-04,2022-03-04,https://patents.google.com/patent/CN215939502U/en,https://patentimages.storage.googleapis.com/da/fe/17/ac26d97cec6dc9/HDA0003288366380000011.png
CN-216169950-U,Semi-rich liquid regenerator based on mechanical steam compression ,"中石化石油工程技术服务有限公司, 中石化石油工程设计有限公司","李清方, 王辉, 王伟健, 陆胤君, 尚明华, 刘海丽",2021-10-20,2021-10-20,2022-04-05,2022-04-05,https://patents.google.com/patent/CN216169950U/en,https://patentimages.storage.googleapis.com/a2/5b/c6/7e2001039a1081/HDA0003312887390000011.png
CN-216654037-U,Coal upgrading and carbon reduction power generation system ,"赫普能源环境科技股份有限公司, 中国科学院工程热物理研究所","崔华, 金红光",2021-09-22,2021-12-20,2022-06-03,2022-06-03,https://patents.google.com/patent/CN216654037U/en,https://patentimages.storage.googleapis.com/2b/16/70/2a39809831a64b/HDA0003420675700000011.png
CN-216963635-U,Clean feeding device for activated carbon ,丰益高分子材料（连云港）有限公司,"苏永胜, 兰树刚, 孙海东",2022-01-20,2022-01-20,2022-07-15,2022-07-15,https://patents.google.com/patent/CN216963635U/en,https://patentimages.storage.googleapis.com/7b/6e/65/20e6d1e038605a/HDA0003479549180000011.png
CN-216321044-U,Solid waste burns carbon trapping apparatus ,生态环境部南京环境科学研究所,"刘景龙, 严小飞, 马兵, 孙孜菲, 陈祥",2021-09-23,2021-09-23,2022-04-19,2022-04-19,https://patents.google.com/patent/CN216321044U/en,https://patentimages.storage.googleapis.com/51/46/e1/6f40b28fdd747b/HDA0003274271970000011.png
JP-6858663-B2,Constant temperature bath for power storage devices ,旭化成株式会社,"寛文 五島, 寛文 五島, 浩徳 田口, 浩徳 田口, 和照 梅津, 和照 梅津",2017-07-26,2017-07-26,2021-04-14,2021-04-14,https://patents.google.com/patent/JP6858663B2/en,
CN-112414800-A,Sample collection device and method ,北京建筑材料科学研究总院有限公司,"王肈嘉, 韩力, 刘卫民, 谢辉, 姜树丰",2020-11-19,2020-11-19,2021-02-26,,https://patents.google.com/patent/CN112414800A/en,https://patentimages.storage.googleapis.com/8c/0c/39/87b2413416c82f/HDA0002788971080000011.png
CN-116072237-A,"Saline water layer, salt cavern and depleted oil-gas reservoir CO 2 Prediction method for sealing potential ","西南石油大学, 四川昊晟鑫诚能源科技有限公司","周翔, 蒋琪, 何杰, 汪永朝, 李欢, 王志彬, 于春生, 黄思源, 陈海龙, 张阳, 李锐, 陈萱卿, 曹浩伦, 尹显彬",2022-12-20,2022-12-20,2023-05-05,,https://patents.google.com/patent/CN116072237A/en,https://patentimages.storage.googleapis.com/b4/3c/51/551d8898e4f65f/HDA0004007471690000011.png
CN-104474836-A,A treating method for volatile pollutants of solvent-type paint ,成都彩星科技实业有限公司,胡宗伟,2014-10-22,2014-10-22,2015-04-01,,https://patents.google.com/patent/CN104474836A/en,
MY-176549-A,A system for clarifying industrial effluents ,Univ Kebangsaan Malaysia,"Sobri Bin Takriff Mohd, Wahab Bin Mohammad Abdul, Tusirin Bin Mohd Nor Mohd",2015-03-26,2015-03-26,2020-08-16,,https://patents.google.com/patent/MY176549A/en,
CN-106406391-A,Greenhouse automatic control system ,重庆泽青巨科技发展有限公司,常小燕,2015-07-28,2015-07-28,2017-02-15,,https://patents.google.com/patent/CN106406391A/en,
CN-105273577-A,Anticorrosive paint prepared from recovered epoxy resin ,沈阳化工大学,"赵立群, 张楠, 姚磊",2015-11-13,2015-11-13,2016-01-27,,https://patents.google.com/patent/CN105273577A/en,
JP-2017190320-A,Amino acid manufacturing device by photosynthesis ,"峯男 葛城, Mineo Katsuragi, 峯男 葛城","峯男 葛城, Mineo Katsuragi, 峯男 葛城",2016-04-14,2016-04-14,2017-10-19,,https://patents.google.com/patent/JP2017190320A/en,https://patentimages.storage.googleapis.com/c7/d8/e0/5b50c93d735596/2017190320-4.png
CN-106430218-A,Comprehensive utilization technology of laterite-nickel ore melting alkaline leaching ,广西盛隆冶金有限公司,"柯雪利, 黄玉鸿, 蔡恒忠",2016-08-31,2016-08-31,2017-02-22,,https://patents.google.com/patent/CN106430218A/en,
CN-116272374-A,Green production equipment and technology for reverse osmosis membrane ,北京碧水源分离膜科技有限公司,"卢彦斌, 陈亦力, 易肖卫, 黄庆峰, 孙广东, 杜文林, 裴志强, 任凤伟, 高扬, 杨志强, 陈真, 李伟",2023-02-20,2023-02-20,2023-06-23,,https://patents.google.com/patent/CN116272374A/en,https://patentimages.storage.googleapis.com/1f/d8/b7/f51db5e436d2f5/HDA0004086058310000011.png
CN-108707128-A,A method of extracting alditol from bagasse ,广西浙缘农业科技有限公司,"韩佳琪, 谢剑玲",2018-06-28,2018-06-28,2018-10-26,,https://patents.google.com/patent/CN108707128A/en,
CN-109804808-A,A kind of implantation methods and system based on Vertical Channel ,袁一军,"袁一军, 萨法锐法特",2018-12-21,2019-03-26,2019-05-28,,https://patents.google.com/patent/CN109804808A/en,
CN-112850982-A,Rainwater collection and utilization device for hydraulic engineering environmental protection ,王元修,王元修,2020-12-29,2020-12-29,2021-05-28,,https://patents.google.com/patent/CN112850982A/en,https://patentimages.storage.googleapis.com/f4/b0/f2/8ff5186e302c99/HDA0002869353150000011.png
CN-114015471-A,Preparation method of carbon-based nano magnetic demulsifier ,滨州学院,"耿孝恒, 贾新磊, 郭海莹, 毕康杰, 韩亚男, 杨仲年, 商希礼",2021-11-18,2021-11-18,2022-02-08,,https://patents.google.com/patent/CN114015471A/en,https://patentimages.storage.googleapis.com/6e/a4/df/d786423b62c50b/HDA0003362805410000011.png
CN-114458375-A,Coal mine gas development and utilization and waste gas emission reduction closed-loop system and use method ,中国矿业大学,"刘厅, 施宇, 林柏泉, 徐幼平",2022-01-27,2022-01-27,2022-05-10,,https://patents.google.com/patent/CN114458375A/en,https://patentimages.storage.googleapis.com/a4/57/b9/17ebbf1279ba50/HDA0003491834860000011.png
CN-114620725-A,Method for green preparation of molded activated carbon from agricultural processing residues ,中国林业科学研究院林产化学工业研究所,"马名哲, 孙昊, 孙康, 蒋剑春, 徐茹婷, 赵剑, 邓先伦, 张燕萍",2022-04-15,2022-04-15,2022-06-14,,https://patents.google.com/patent/CN114620725A/en,https://patentimages.storage.googleapis.com/3a/2b/8b/2ab147d5b771d5/HDA0003599387530000011.png
CN-114774100-A,Method for burying CO2 by using SiO2 aerogel nano fluid and application ,中国石油大学(华东),"曹爱请, 李兆敏, 杜利平, 李宾飞, 鹿腾",2022-03-02,2022-04-21,2022-07-22,,https://patents.google.com/patent/CN114774100A/en,https://patentimages.storage.googleapis.com/fd/be/59/41ab16b3eec436/HDA0003608165650000011.png
CN-103922972-A,Cooling energy saving control method in urea production ,贵州兴化化工股份有限公司,"翟道兵, 田维略, 陈继峰, 刘宽勇, 余贵连",2013-08-26,2013-08-26,2014-07-16,,https://patents.google.com/patent/CN103922972A/en,
CN-115491694-A,Integrated sewage treatment and CO 2 Process and apparatus for converting chemicals ,东南大学,"肖国民, 杨支秀, 高李璟, 张进, 潘晓梅, 魏瑞平, 吴文婷, 文秀",2022-08-11,2022-08-11,2022-12-20,,https://patents.google.com/patent/CN115491694A/en,https://patentimages.storage.googleapis.com/00/2b/07/3eb323c7bfdbfe/HDA0003793701280000011.png
CN-115583753-A,A recovery unit that is arranged in industrial sewage waste water acid-base to decontaminate ,佳诺威集团股份有限公司,"牟辉, 李国华",2022-10-14,2022-10-14,2023-01-10,,https://patents.google.com/patent/CN115583753A/en,https://patentimages.storage.googleapis.com/e7/ef/20/44a8a06ca6a877/HDA0003891381550000011.png
CN-115748152-A,Continuous supercritical fluid printing and dyeing device and printing and dyeing process ,江苏理工学院,"傅瑜, 朱凯, 韦佳敏, 汪民, 林伟, 张雅珩",2022-11-01,2022-11-01,2023-03-07,,https://patents.google.com/patent/CN115748152A/en,https://patentimages.storage.googleapis.com/75/81/19/0545858e959a9f/HDA0003919704160000011.png
CN-115745845-A,Urea and urea production system for absorbing melamine tail gas ,重庆建峰化工股份有限公司,"刘杰, 杨应奎, 张明强, 左科, 王庆军, 邹桂城, 尹红东, 周廷珍",2022-11-04,2022-11-04,2023-03-07,,https://patents.google.com/patent/CN115745845A/en,https://patentimages.storage.googleapis.com/c3/a8/65/2699c58469e46f/HDA0003927171710000011.png
CN-115831244-A,Energy-quality balance method for calculating limit energy consumption of hydrogen-rich carbon circulating blast furnace ,中钢设备有限公司,"朱进锋, 张开钧, 张建良, 徐润生, 张卫国",2022-12-07,2022-12-07,2023-03-21,,https://patents.google.com/patent/CN115831244A/en,https://patentimages.storage.googleapis.com/0d/b4/d6/eb07b168d90adf/HDA0003986870330000011.png
JP-2023528047-A,Photolytic bioreactor system and method ,サミー，ヨハン，キュー．,サミー，ヨハン，キュー．,2020-05-27,2021-05-25,2023-07-03,,https://patents.google.com/patent/JP2023528047A/en,https://patentimages.storage.googleapis.com/ab/35/76/cbda198f413f0b/2023528047000002.png
CN-104672056-A,Automatic carbon supplementing product-increasing and consumption-reducing process of methanol production ,崔胜民,崔胜民,2013-11-30,2013-11-30,2015-06-03,,https://patents.google.com/patent/CN104672056A/en,
CN-115322239-A,Method for recovering diketone from double-alkyne carbon-lost ester mother liquor ,湖北葛店人福药业有限责任公司,"左权, 刘林, 杜晓东, 吴秋丰, 代先华, 杨艳青, 郑承刚, 邓霞飞",2022-07-20,2022-07-20,2022-11-11,,https://patents.google.com/patent/CN115322239A/en,
WO-2023022740-A1,"Method of providing clean air, clean water, and/or hydraulic cement at well sites ","Halliburton Energy Services, Inc.","Philip D. Nguyen, Tatyana Vladimirov Khamatnurova, Ronald Glen Dusterhoft",2021-08-20,2021-08-24,2023-02-23,,https://patents.google.com/patent/WO2023022740A1/en,
CN-110152473-B,Gold nano-loaded trisulfide thiocyanate absorbent and preparation method thereof ,东北大学,"李雨浓, 吴雷凤, 葛长磊",2019-06-10,2019-06-10,2021-05-28,2021-05-28,https://patents.google.com/patent/CN110152473B/en,https://patentimages.storage.googleapis.com/69/1e/8d/f56afa37777a81/HDA0002983651940000011.png
CN-111252765-B,Active carbon micropore protection method ,双登集团股份有限公司,"孙全, 赵媛媛, 司晓影, 程锦国, 卢珊珊",2019-09-19,2019-09-19,2022-06-03,2022-06-03,https://patents.google.com/patent/CN111252765B/en,
CN-113122331-B,Combined process and system for processing crude oil ,"中国石油化工股份有限公司, 中国石油化工股份有限公司大连石油化工研究院","仝玉军, 刘玲, 刘璐, 葛海龙, 孟兆会, 杨涛",2019-12-31,2019-12-31,2022-06-07,2022-06-07,https://patents.google.com/patent/CN113122331B/en,https://patentimages.storage.googleapis.com/ef/2d/3c/f16573cfce36a8/191231173409.png
CN-213392299-U,Supercritical CO2 power generation system for drying lignite by using exhaust gas ,西安热工研究院有限公司,"张旭伟, 高炜, 韩万龙, 张纯, 吴家荣, 张一帆, 姚明宇",2020-10-12,2020-10-12,2021-06-08,2021-06-08,https://patents.google.com/patent/CN213392299U/en,https://patentimages.storage.googleapis.com/91/8b/30/77046ae809bb80/HDA0002719934120000011.png
CN-213392298-U,Supercritical CO2 power generation system integrating lignite vacuum pre-drying ,西安热工研究院有限公司,"张旭伟, 白文刚, 李红智, 顾正萌, 杨玉, 乔永强, 吴帅帅",2020-10-12,2020-10-12,2021-06-08,2021-06-08,https://patents.google.com/patent/CN213392298U/en,https://patentimages.storage.googleapis.com/77/7b/ab/28ff4ab3ef5500/HDA0002719934660000011.png
CN-214570733-U,Recovery unit of carbon oxysulfide in integrated chlorination technology tail gas ,浙江省天正设计工程有限公司,"顾川川, 孔敏, 杨森, 陈杰, 赵志明",2020-12-17,2020-12-17,2021-11-02,2021-11-02,https://patents.google.com/patent/CN214570733U/en,https://patentimages.storage.googleapis.com/97/30/11/e1f053c4452328/201217105606.png
CN-113295792-B,Azeotrope separation coupling process and device ,南京工业大学,"桂霞, 何锦涛, 云志",2021-05-21,2021-05-21,2022-04-08,2022-04-08,https://patents.google.com/patent/CN113295792B/en,https://patentimages.storage.googleapis.com/3f/34/02/7c6d2571155f81/HDA0003078482180000011.png
CN-217459345-U,Device for producing low-carbon methanol by using coke oven gas ,"知同(上海)新能源科技有限公司, 宁波悦兰科技有限公司","俎宇, 齐双成, 郭利鑫, 李延鹏, 张勇, 董传诚, 高娴怡",2022-04-29,2022-04-29,2022-09-20,2022-09-20,https://patents.google.com/patent/CN217459345U/en,https://patentimages.storage.googleapis.com/79/fa/50/5905e95f90d9a0/220429111734.png
CN-115616167-B,Device and method for monitoring generation and decomposition process of carbon dioxide hydrate by using online pH meter ,中国石油大学(华东),"刘树阳, 李泯锋, 李航宇, 徐建春, 王晓璞, 刘峻嵘",2022-11-22,2022-11-22,2023-03-10,2023-03-10,https://patents.google.com/patent/CN115616167B/en,https://patentimages.storage.googleapis.com/9a/15/8f/c98fa56db9d6fe/221121110728.png
CN-218811241-U,Wet solvent recycling mechanism of aromatic hydrocarbon extraction device ,浙江美福石油化工有限责任公司,"范加奇, 胡敏达, 王浩龙, 祝艳丽, 孙庆华, 胡云峰",2022-12-15,2022-12-15,2023-04-07,2023-04-07,https://patents.google.com/patent/CN218811241U/en,https://patentimages.storage.googleapis.com/e6/d1/dc/822b7f108472bc/HDA0004000837310000011.png
